"_id","_labels","body","name","phrase","pr0","pr1","pr2","pr3","processed","salience","url","_start","_end","_type","common","rank","score","weight"
"3735",":Noun","","女性社員","","6.675994727343481E-6","8.432756151558112E-6","1.7386708805436155E-5","8.252004626996714E-6","","","",,,,,,,
"3736",":Noun","","グラフィックデザイナー","","6.305106131379955E-6","7.964269698693774E-6","1.642078053846748E-5","7.793559925496898E-6","","","",,,,,,,
"3737",":Noun","","活躍","","5.192440343489375E-6","6.558810340100754E-6","1.3522995737561452E-5","6.418225820997445E-6","","","",,,,,,,
"3738",":Noun","","経営課題","","4.821551747525848E-6","6.090323887236414E-6","1.2557067470592778E-5","5.9597811194976275E-6","","","",,,,,,,
"3739",":Noun","","メインプログラム","","4.079774555598794E-6","5.153350981507734E-6","1.0625210936655428E-5","5.042891716497993E-6","","","",,,,,,,
"3740",":Noun","","京都駅","","3.7088859596352677E-6","4.684864528643395E-6","9.659282669686755E-6","4.584447014998176E-6","","","",,,,,,,
"3741",":Noun","","ニュイ・ブランシュKYOTO","","3.3379973636717407E-6","4.216378075779056E-6","8.693354402718077E-6","4.126002313498357E-6","","","",,,,,,,
"3742",":Noun","","作品","","4.5275767588079316E-5","1.0600947863410892E-4","6.517543275439246E-5","6.128036936467781E-4","","","",,,,,,,
"3743",":Noun","","開催日","","1.8544429798176338E-6","2.3424322643216976E-6","4.829641334843378E-6","2.292223507499088E-6","","","",,,,,,,
"3744",":Noun","","パリ","","1.4835543838541072E-6","1.8739458114573584E-6","3.863713067874701E-6","1.83377880599927E-6","","","",,,,,,,
"3745",":Noun","","告知ポスター","","1.1126657878905802E-6","1.4054593585930184E-6","2.897784800906026E-6","1.3753341044994526E-6","","","",,,,,,,
"3746",":Noun","","趣旨","","7.417771919270536E-7","9.369729057286792E-7","1.9318565339373507E-6","9.16889402999635E-7","","","",,,,,,,
"3747",":Noun","","化粧シート","","1.677861621313108E-4","1.4198829876900396E-4","2.6408078008777696E-4","1.1132293936344863E-4","","","",,,,,,,
"3748",":Noun","","米","","3.441539528124085E-5","2.9738367016882772E-5","4.930418135019985E-5","2.593002479585593E-5","","","",,,,,,,
"3749",":Noun","","質感","","7.213990948195823E-5","6.151590234207397E-5","1.1043078992110488E-4","5.044406016137467E-5","","","",,,,,,,
"3750",":Noun","","指紋","","3.2981420477855816E-5","2.8499268391179323E-5","4.724984046060819E-5","2.4849607096028602E-5","","","",,,,,,,
"3751",":Noun","","DNP EBオレフィンシート サフマーレ® プレミア","","3.1547445674470786E-5","2.7260169765475877E-5","4.519549957101652E-5","2.3769189396201273E-5","","","",,,,,,,
"3752",":Noun","","住宅","","6.506160025936941E-5","5.6690183963526095E-5","9.65013661352214E-5","4.770204819087046E-5","","","",,,,,,,
"3753",":Noun","","両立 ニュースリリース 製品","","6.599220570000166E-5","5.6258350135279144E-5","1.0115135242941232E-4","4.607273296411085E-5","","","",,,,,,,
"3754",":Noun","","EB技術","","3.2903707820442835E-5","2.8093685885643244E-5","5.1253458084741294E-5","2.4030832976390214E-5","","","",,,,,,,
"3755",":Noun","","サフマーレ プレミア","","2.7245521264315682E-5","2.3542873888365527E-5","3.903247690224155E-5","2.0527936296719283E-5","","","",,,,,,,
"3756",":Noun","","DNP EBオレフィンシート サフマーレ","","6.326152428270373E-5","5.388053878519926E-5","9.739669529467099E-5","4.3928449697107674E-5","","","",,,,,,,
"3757",":Noun","","環境対応","","5.1439214195870594E-5","4.390183168802402E-5","7.841398868978378E-5","3.615034807384688E-5","","","",,,,,,,
"3758",":Noun","","低艶","","2.5094559059238123E-5","2.1684225949810356E-5","3.595096556785406E-5","1.8907309746978287E-5","","","",,,,,,,
"3759",":Noun","","マット","","2.4377571657545605E-5","2.106467663695863E-5","3.4923795123058226E-5","1.836710089706462E-5","","","",,,,,,,
"3760",":Noun","","意匠性","","2.3660584255853086E-5","2.0445127324106904E-5","3.3896624678262394E-5","1.7826892047150955E-5","","","",,,,,,,
"3761",":Noun","","フロア プレミア","","2.2943596854160564E-5","1.9825578011255183E-5","3.286945423346657E-5","1.728668319723729E-5","","","",,,,,,,
"3762",":Noun","","開発 欧","","2.1509622050775534E-5","1.8586479385551737E-5","3.0815113343874903E-5","1.6206265497409956E-5","","","",,,,,,,
"3763",":Noun","","サービス 生活空間 デザイン 環境 大日本印刷株式会社","","1.034329060870342E-4","8.65938616967706E-5","1.6180989439420836E-4","6.585122528670341E-5","","","",,,,,,,
"3764",":Noun","","インテリア業界","","1.9358659845697982E-5","1.672783144699656E-5","2.7733602009487417E-5","1.4585638947668961E-5","","","",,,,,,,
"3765",":Noun","","質感内装化粧シート","","4.085231781428674E-5","3.482659770279186E-5","6.261750388487431E-5","2.852121564444957E-5","","","",,,,,,,
"3766",":Noun","","非住宅","","5.756074418468164E-5","5.028296425496904E-5","8.627540923558078E-5","4.1842457467884934E-5","","","",,,,,,,
"3767",":Noun","","室内建具","","3.372052540133964E-5","2.7814972142777158E-5","6.439441182010424E-5","2.2434702955498402E-5","","","",,,,,,,
"3768",":Noun","","EBコーティング","","6.661949006929197E-5","5.714564011266425E-5","1.033268963447954E-4","4.61297124457712E-5","","","",,,,,,,
"3769",":Noun","","収納","","2.928924811720869E-5","2.445541025272245E-5","5.182331977746731E-5","1.9783239330372117E-5","","","",,,,,,,
"3770",":Noun","","建具","","1.003782362369525E-5","8.673690379924144E-6","1.4380386227141623E-5","7.5629238987913136E-6","","","",,,,,,,
"3771",":Noun","","DNP EBオレフィンシート サフマーレ プレミア サフマーレ プレミア","","9.32083622200273E-6","8.05414106707242E-6","1.3353215782345794E-5","7.022715048877649E-6","","","",,,,,,,
"3772",":Noun","","地球環境","","2.0758314855468527E-4","1.0206219167772348E-4","2.1931992822001167E-4","6.304964116904349E-5","","","",,,,,,,
"3773",":Noun","","Electron Beam","","2.181365662520402E-5","1.76185378941174E-5","4.6214135068282766E-5","1.3670894121381529E-5","","","",,,,,,,
"3774",":Noun","","引き戸","","5.018911811847625E-6","4.336845189962072E-6","7.190193113570811E-6","3.7814619493956568E-6","","","",,,,,,,
"3775",":Noun","","コロナ禍","","8.545797935770337E-6","7.2283108787642395E-6","1.2837983239509758E-5","5.350756557548639E-6","","","",,,,,,,
"3776",":Noun","","凹凸","","1.4339748033850353E-6","1.239098625703449E-6","2.0543408895916605E-6","1.0804176998273305E-6","","","",,,,,,,
"3777",":Noun","","警視庁サイバーセキュリティセンター","","2.2295004016371832E-5","2.6264692742504048E-5","3.426869765496867E-5","2.2956472314098726E-5","","","",,,,,,,
"3778",":Noun","","サイバーセキュリティ","","6.137501535174642E-5","6.547622974742811E-5","8.392474835148285E-5","5.630358509816187E-5","","","",,,,,,,
"3779",":Noun","","学習コンテンツ","","2.0957303775389523E-5","2.4688811177953802E-5","3.221257579567055E-5","2.1579083975252805E-5","","","",,,,,,,
"3780",":Noun","","センター","","2.0511403695062087E-5","2.4163517323103726E-5","3.152720184257118E-5","2.1119954528970827E-5","","","",,,,,,,
"3781",":Noun","","バーチャル秋葉原","","2.0065503614734647E-5","2.363822346825364E-5","3.0841827889471806E-5","2.0660825082688853E-5","","","",,,,,,,
"3782",":Noun","","警視庁","","5.909469162808633E-5","6.26446372498557E-5","8.019822482126835E-5","5.380896072376986E-5","","","",,,,,,,
"3783",":Noun","","サービス XR メタバース DX 認証・セキュリティ コンテンツビジネス 大日本印刷株式会社","","1.7836003213097465E-5","2.1011754194003242E-5","2.741495812397494E-5","1.8365177851278983E-5","","","",,,,,,,
"3784",":Noun","","学習","","1.7390103132770032E-5","2.048646033915316E-5","2.6729584170875567E-5","1.790604840499701E-5","","","",,,,,,,
"3785",":Noun","","公開 製品","","1.6944203052442592E-5","1.9961166484303076E-5","2.6044210217776197E-5","1.7446918958715034E-5","","","",,,,,,,
"3786",":Noun","","訓練実施委託","","3.3317839744754323E-5","3.634516235701646E-5","4.678071909429959E-5","3.1373424504069286E-5","","","",,,,,,,
"3787",":Noun","","警視庁サイバーセキュリティ対策本部","","3.7076823857586666E-5","4.004719093405724E-5","5.145081584860592E-5","3.451070380569635E-5","","","",,,,,,,
"3788",":Noun","","利用者","","8.861274963679484E-5","1.0051974123052797E-4","1.2469771347072277E-4","9.110940885238207E-5","","","",,,,,,,
"3789",":Noun","","公開 本センター","","1.4268802570477973E-5","1.6809403355202592E-5","2.193196649917995E-5","1.4692142281023185E-5","","","",,,,,,,
"3790",":Noun","","理解度","","1.3822902490150538E-5","1.628410950035251E-5","2.124659254608058E-5","1.423301283474121E-5","","","",,,,,,,
"3791",":Noun","","学習環境 本センター","","1.33770024098231E-5","1.5758815645502427E-5","2.0561218592981205E-5","1.3773883388459237E-5","","","",,,,,,,
"3792",":Noun","","バーチャル空間","","8.44923476263329E-5","1.1528591689230984E-4","1.3622150907892922E-4","1.2085108445543178E-4","","","",,,,,,,
"3793",":Noun","","株式会社AKIBA観光協議会","","1.0255701847531043E-5","1.2081758661551863E-5","1.576360092128559E-5","1.0559977264485414E-5","","","",,,,,,,
"3794",":Noun","","カプセルトイ","","9.363901686876169E-6","1.1031170951851699E-5","1.4392853015086847E-5","9.641718371921466E-6","","","",,,,,,,
"3795",":Noun","","向上","","7.563944786916177E-5","9.216336210749117E-5","1.0771667964355177E-4","7.8070800962362E-5","","","",,,,,,,
"3796",":Noun","","対処能力","","8.472101526221296E-6","9.980583242151538E-6","1.3022105108888098E-5","8.723459479357517E-6","","","",,,,,,,
"3797",":Noun","","脅威","","8.02620144589386E-6","9.455289387301457E-6","1.2336731155788722E-5","8.264330033075542E-6","","","",,,,,,,
"3798",":Noun","","知識","","7.5803013655664235E-6","8.929995532451376E-6","1.1651357202689347E-5","7.805200586793566E-6","","","",,,,,,,
"3799",":Noun","","XRコミュニケーション®","","4.1823962991018744E-5","5.7221852750982396E-5","6.505825269320742E-5","5.1582959682763184E-5","","","",,,,,,,
"3800",":Noun","","体験価値","","1.0473185043644302E-5","1.560051593830393E-5","1.5217237200002865E-5","1.5681497558193754E-5","","","",,,,,,,
"3801",":Noun","","パソコン","","3.1213005622920563E-6","3.677056983950566E-6","4.797617671695614E-6","3.2139061239738216E-6","","","",,,,,,,
"3802",":Noun","","ブラウザ","","1.3549886600475194E-5","2.0589429512128137E-5","2.4588124644489953E-5","1.136765387404332E-5","","","",,,,,,,
"3803",":Noun","","場所","","1.890043852521844E-5","1.9608195385885262E-5","2.540699580643251E-5","1.9631570240296266E-5","","","",,,,,,,
"3804",":Noun","","産学官連携","","3.809807434855269E-6","3.907151800362773E-6","4.9697505190239295E-6","3.336256444609219E-6","","","",,,,,,,
"3805",":Noun","","ラベル","","9.995532161817296E-5","2.716954082791389E-5","6.826133091060971E-5","1.756289239607458E-5","","","",,,,,,,
"3806",":Noun","","J-ECOL","","9.791541709535309E-5","2.6615060402854422E-5","6.686824252467889E-5","1.7204466020644488E-5","","","",,,,,,,
"3807",":Noun","","剥離紙","","4.5446326705694465E-4","1.0510092564523614E-4","2.1742970354467894E-4","3.753832847013255E-5","","","",,,,,,,
"3808",":Noun","","シール","","9.383560804971339E-5","2.550609955273549E-5","6.408206575281727E-5","1.64876132697843E-5","","","",,,,,,,
"3809",":Noun","","資源循環","","9.179570352689353E-5","2.4951619127676023E-5","6.268897736688646E-5","1.6129186894354208E-5","","","",,,,,,,
"3810",":Noun","","使用済み剥離紙","","8.975579900407368E-5","2.4397138702616555E-5","6.129588898095565E-5","1.5770760518924112E-5","","","",,,,,,,
"3811",":Noun","","ラベル製品","","8.567598995843396E-5","2.3288177852497623E-5","5.8509712209094026E-5","1.5053907768063926E-5","","","",,,,,,,
"3812",":Noun","","株式会社DNPデータテクノ","","8.363608543561408E-5","2.273369742743815E-5","5.711662382316323E-5","1.4695481392633832E-5","","","",,,,,,,
"3813",":Noun","","リサイクル 製品","","8.159618091279424E-5","2.2179217002378685E-5","5.572353543723242E-5","1.4337055017203736E-5","","","",,,,,,,
"3814",":Noun","","参画 循環型社会","","7.955627638997439E-5","2.162473657731922E-5","5.43304470513016E-5","1.3978628641773645E-5","","","",,,,,,,
"3815",":Noun","","加工 サステナビリティ 環境 環境 ESG コラボレーション 大日本印刷株式会社","","7.343656282151482E-5","1.9961295302140814E-5","5.015118189350916E-5","1.2903349515483364E-5","","","",,,,,,,
"3816",":Noun","","一般社団法人ラベル循環協会","","6.935675377587512E-5","1.8852334452021882E-5","4.736500512164755E-5","1.2186496764623179E-5","","","",,,,,,,
"3817",":Noun","","Japan-Earth Conscious Labeling Association","","6.323704020741554E-5","1.7188893176843483E-5","4.318573996385512E-5","1.1111217638332897E-5","","","",,,,,,,
"3818",":Noun","","使用","","5.915723116177583E-5","1.6079932326724547E-5","4.039956319199349E-5","1.039436488747271E-5","","","",,,,,,,
"3819",":Noun","","リサイクル企業","","5.711732663895597E-5","1.552545190166508E-5","3.90064748060627E-5","1.0035938512042615E-5","","","",,,,,,,
"3820",":Noun","","モノ","","5.099761307049639E-5","1.3862010626486679E-5","3.482720964827025E-5","8.960659385752338E-6","","","",,,,,,,
"3821",":Noun","","再生資源","","4.6917804024856694E-5","1.2753049776367745E-5","3.2041032876408634E-5","8.24380663489215E-6","","","",,,,,,,
"3822",":Noun","","再生","","4.487789950203684E-5","1.2198569351308278E-5","3.0647944490477825E-5","7.885380259462056E-6","","","",,,,,,,
"3823",":Noun","","資源","","7.811954710763519E-5","4.237458560990258E-5","1.68234471059699E-4","2.1294506913757396E-5","","","",,,,,,,
"3824",":Noun","","生活","","4.899173962488356E-5","1.9600768723857158E-5","4.2830525438326646E-5","1.3309243056063727E-5","","","",,,,,,,
"3825",":Noun","","手段","","3.26384723651177E-5","8.871686800951473E-6","2.2289414174892963E-5","5.734822006881495E-6","","","",,,,,,,
"3826",":Noun","","製紙原料","","3.059856784229784E-5","8.317206375892008E-6","2.0896325788962154E-5","5.376395631451402E-6","","","",,,,,,,
"3827",":Noun","","提供企業","","2.4478854273838272E-5","6.6537651007136055E-6","1.671706063116972E-5","4.301116505161122E-6","","","",,,,,,,
"3828",":Noun","","資源化","","2.039904522819856E-5","5.544804250594671E-6","1.3930883859308106E-5","3.584263754300934E-6","","","",,,,,,,
"3829",":Noun","","用紙","","0.0071048095020693125","5.469987155280362E-4","5.576754728139514E-4","1.1865739068898745E-4","","","",,,,,,,
"3830",":Noun","","面","","1.019952261409928E-5","2.7724021252973356E-6","6.965441929654053E-6","1.792131877150467E-6","","","",,,,,,,
"3831",":Noun","","加盟","","8.159618091279425E-6","2.2179217002378684E-6","5.572353543723241E-6","1.4337055017203737E-6","","","",,,,,,,
"3832",":Noun","","活動内容 製品","","6.119713568459568E-6","1.6634412751784014E-6","4.17926515779243E-6","1.0752791262902805E-6","","","",,,,,,,
"3833",":Noun","","分科会活動","","4.079809045639712E-6","1.1089608501189342E-6","2.7861767718616204E-6","7.168527508601868E-7","","","",,,,,,,
"3834",":Noun","","粘着部分","","2.039904522819856E-6","5.544804250594671E-7","1.3930883859308102E-6","3.584263754300934E-7","","","",,,,,,,
"3835",":Noun","","児童","","8.466240335724562E-5","6.917013369548372E-5","1.301378781498295E-4","9.532603558509343E-5","","","",,,,,,,
"3836",":Noun","","生徒","","8.2898603287303E-5","6.77290892434945E-5","1.2742667235504136E-4","9.334007651040397E-5","","","",,,,,,,
"3837",":Noun","","レノボ・ジャパン","","8.11348032173604E-5","6.628804479150523E-5","1.2471546656025328E-4","9.135411743571452E-5","","","",,,,,,,
"3838",":Noun","","指導","","7.790845019068069E-5","6.403879133127991E-5","1.2047104432409913E-4","8.68686548304309E-5","","","",,,,,,,
"3839",":Noun","","語","","1.5920998193294863E-4","1.2788507501225118E-4","3.0594825249751905E-4","1.3133029422758314E-4","","","",,,,,,,
"3840",":Noun","","不登校","","7.23158028676473E-5","5.908282253155902E-5","1.1115943758631268E-4","8.142432206226729E-5","","","",,,,,,,
"3841",":Noun","","児童・生徒","","7.055200279770468E-5","5.764177807956977E-5","1.0844823179152459E-4","7.943836298757786E-5","","","",,,,,,,
"3842",":Noun","","電子出版・教育 コラボレーション メタバース 教育 大日本印刷株式会社 レノボ・ジャパン合同会社 大日本印刷株式会社","","6.878820272776206E-5","5.620073362758053E-5","1.0573702599673647E-4","7.74524039128884E-5","","","",,,,,,,
"3843",":Noun","","ラーニング","","6.702440265781944E-5","5.475968917559127E-5","1.0302582020194835E-4","7.546644483819896E-5","","","",,,,,,,
"3844",":Noun","","居場所","","6.17330024479916E-5","5.0436555819623545E-5","9.4892202817584E-5","6.950856761413064E-5","","","",,,,,,,
"3845",":Noun","","プラットフォーム構築","","5.644160223816374E-5","4.611342246365582E-5","8.675858543321967E-5","6.355069039006228E-5","","","",,,,,,,
"3846",":Noun","","運営組織","","5.467780216822113E-5","4.467237801166658E-5","8.404737963843155E-5","6.156473131537282E-5","","","",,,,,,,
"3847",":Noun","","プラットフォーム事業","","5.11502020283359E-5","4.179028910768809E-5","7.862496804885532E-5","5.7592813165993945E-5","","","",,,,,,,
"3848",":Noun","","VLP","","4.585880181850804E-5","3.746715575172035E-5","7.049135066449096E-5","5.163493594192561E-5","","","",,,,,,,
"3849",":Noun","","採択 ニュースリリース 製品","","4.409500174856543E-5","3.6026111299731106E-5","6.778014486970287E-5","4.9648976867236146E-5","","","",,,,,,,
"3850",":Noun","","学び","","4.233120167862281E-5","3.458506684774186E-5","6.506893907491475E-5","4.766301779254671E-5","","","",,,,,,,
"3851",":Noun","","代表者","","3.703980146879496E-5","3.0261933491774132E-5","5.69353216905504E-5","4.170514056847837E-5","","","",,,,,,,
"3852",":Noun","","場","","3.351220132890972E-5","2.7379844587795636E-5","5.1512910100974174E-5","3.773322241909948E-5","","","",,,,,,,
"3853",":Noun","","バーチャル・ラーニング・プラットフォーム","","3.17484012589671E-5","2.5938800135806398E-5","4.880170430618606E-5","3.574726334441003E-5","","","",,,,,,,
"3854",":Noun","","檜山太郎","","2.6457001049139255E-5","2.1615666779838665E-5","4.066808692182172E-5","2.9789386120341692E-5","","","",,,,,,,
"3855",":Noun","","公立学校","","1.940180076936879E-5","1.585148897188169E-5","2.9823263742669254E-5","2.1845549821583904E-5","","","",,,,,,,
"3856",":Noun","","レイアウト","","1.587420062948355E-5","1.2969400067903199E-5","2.440085215309303E-5","1.7873631672205014E-5","","","",,,,,,,
"3857",":Noun","","実績","","1.5750409395044206E-4","1.7353290783557804E-4","2.030433871685313E-4","1.0202610718613798E-4","","","",,,,,,,
"3858",":Noun","","教育コンテンツ","","1.234660048959832E-5","1.0087311163924712E-5","1.8978440563516804E-5","1.3901713522826125E-5","","","",,,,,,,
"3859",":Noun","","事業プロモーター","","1.0582800419655702E-5","8.646266711935465E-6","1.6267234768728687E-5","1.1915754448136678E-5","","","",,,,,,,
"3860",":Noun","","プロジェクト","","5.432278702678341E-5","7.576372319039684E-5","1.0573427724497887E-4","7.279676146226976E-5","","","",,,,,,,
"3861",":Noun","","オンライン","","1.8714206900290836E-5","1.7803352678293334E-5","3.341338584773075E-5","1.5528572246168993E-5","","","",,,,,,,
"3862",":Noun","","イメージ 本事業","","3.527600139885234E-6","2.8820889039784886E-6","5.422411589576229E-6","3.971918149378893E-6","","","",,,,,,,
"3863",":Noun","","オンライン支援員","","1.763800069942617E-6","1.4410444519892443E-6","2.7112057947881146E-6","1.9859590746894464E-6","","","",,,,,,,
"3864",":Noun","","購買システム","","2.026722136292686E-4","1.2453504365806861E-4","1.4538001141328757E-4","3.782700043046672E-5","","","",,,,,,,
"3865",":Noun","","業務効率化","","2.4027477426317206E-4","1.550474608687684E-4","2.170262874445104E-4","5.935099790404909E-5","","","",,,,,,,
"3866",":Noun","","発注","","1.8199137550383308E-4","1.1182738614193918E-4","1.3054531637111537E-4","3.396710242735788E-5","","","",,,,,,,
"3867",":Noun","","実現 間接材","","1.7785520787874597E-4","1.0928585463871327E-4","1.2757837736268092E-4","3.319512282673611E-5","","","",,,,,,,
"3868",":Noun","","間接材","","1.7371904025365883E-4","1.0674432313548738E-4","1.2461143835424646E-4","3.242314322611434E-5","","","",,,,,,,
"3869",":Noun","","発注業務","","1.6544670500348455E-4","1.0166126012903562E-4","1.1867756033737761E-4","3.0879184024870795E-5","","","",,,,,,,
"3870",":Noun","","事務用品","","1.613105373783975E-4","9.911972862580971E-5","1.1571062132894317E-4","3.010720442424902E-5","","","",,,,,,,
"3871",":Noun","","ガバナンス","","2.0330458783854516E-4","1.297987514018126E-4","2.0719474694078812E-4","5.2173670680506876E-5","","","",,,,,,,
"3872",":Noun","","DX 大日本印刷株式会社","","1.6015927871983245E-4","1.001834288111763E-4","1.2269384984186165E-4","3.389200887386603E-5","","","",,,,,,,
"3873",":Noun","","削減","","0.009119524026902978","9.051892392309411E-4","0.0013098985752165615","2.3569943702653006E-4","","","",,,,,,,
"3874",":Noun","","削減 ニュースリリース 企業情報","","1.3649353162787482E-4","8.387053960645438E-5","9.790898727833652E-5","2.5475326820518408E-5","","","",,,,,,,
"3875",":Noun","","作業工数","","1.3235736400278768E-4","8.132900810322849E-5","9.494204826990209E-5","2.4703347219896634E-5","","","",,,,,,,
"3876",":Noun","","コスト","","1.2931168384479018E-4","8.004173920217576E-5","9.636481344402118E-5","2.4798153021190458E-5","","","",,,,,,,
"3877",":Noun","","消耗品","","1.0340419062717788E-4","6.353828758064724E-5","7.4173475210861E-5","1.9299490015544247E-5","","","",,,,,,,
"3878",":Noun","","システム利用シーン","","9.926802300209076E-5","6.099675607742138E-5","7.120653620242656E-5","1.8527510414922476E-5","","","",,,,,,,
"3879",":Noun","","SaaS型システム","","9.099568775191654E-5","5.591369307096959E-5","6.527265818555769E-5","1.698355121367894E-5","","","",,,,,,,
"3880",":Noun","","社内システム","","8.882195159040921E-5","6.0696236193628786E-5","7.204485422585019E-5","2.2818630614732966E-5","","","",,,,,,,
"3881",":Noun","","間接材発注作業","","6.617868200139384E-5","4.0664504051614245E-5","4.747102413495104E-5","1.2351673609948317E-5","","","",,,,,,,
"3882",":Noun","","サプライヤー","","6.204251437630673E-5","3.812297254838835E-5","4.45040851265166E-5","1.1579694009326546E-5","","","",,,,,,,
"3883",":Noun","","改革","","8.250838785641292E-5","7.446599734629951E-5","8.60776936629913E-5","3.176277698674055E-5","","","",,,,,,,
"3884",":Noun","","DX","","1.3630107858747577E-4","1.0014112847387297E-4","1.502564694457748E-4","9.970349567737159E-5","","","",,,,,,,
"3885",":Noun","","KPMGコンサルティング株式会社","","4.963401150104538E-5","3.049837803871069E-5","3.560326810121328E-5","9.263755207461238E-6","","","",,,,,,,
"3886",":Noun","","資材発注","","4.136167625087114E-5","2.5415315032258906E-5","2.9669390084344404E-5","7.719796006217699E-6","","","",,,,,,,
"3887",":Noun","","取引先社員","","2.8953173375609807E-5","1.7790720522581233E-5","2.0768573059041082E-5","5.403857204352389E-6","","","",,,,,,,
"3888",":Noun","","リードタイム","","2.481700575052269E-5","1.5249189019355344E-5","1.780163405060664E-5","4.631877603730619E-6","","","",,,,,,,
"3889",":Noun","","効果検証","","4.5211224348852414E-5","5.94706695778604E-5","6.828821375184886E-5","3.0256022239246333E-5","","","",,,,,,,
"3890",":Noun","","化","","2.020574738614901E-5","3.391547392075285E-5","2.7773471838773483E-5","5.1929263920698186E-5","","","",,,,,,,
"3891",":Noun","","各種間接材","","4.136167625087115E-6","2.5415315032258903E-6","2.96693900843444E-6","7.719796006217698E-7","","","",,,,,,,
"3892",":Noun","","大辻清司","","3.1366179294238206E-5","3.446124873064454E-5","7.8036161684048E-5","1.103814281842787E-4","","","",,,,,,,
"3893",":Noun","","フォトアーカイブ","","3.0726053186192535E-5","3.375795794022322E-5","7.64435869558021E-5","1.0812874597643625E-4","","","",,,,,,,
"3894",":Noun","","視座","","3.0085927078146853E-5","3.30546671498019E-5","7.485101222755624E-5","1.0587606376859384E-4","","","",,,,,,,
"3895",":Noun","","先 フォトアーカイブ","","2.944580097010117E-5","3.2351376359380587E-5","7.325843749931033E-5","1.036233815607514E-4","","","",,,,,,,
"3896",":Noun","","武蔵野美術大学 美術館","","2.8805674862055497E-5","3.164808556895927E-5","7.166586277106447E-5","1.0137069935290899E-4","","","",,,,,,,
"3897",":Noun","","展覧会","","2.6885296537918465E-5","2.9538213197695325E-5","6.688813858632685E-5","9.46126527293817E-5","","","",,,,,,,
"3898",":Noun","","眼差し","","2.6245170429872787E-5","2.8834922407274004E-5","6.529556385808096E-5","9.235997052153932E-5","","","",,,,,,,
"3899",":Noun","","生誕","","2.5605044321827112E-5","2.8131631616852684E-5","6.37029891298351E-5","9.010728831369687E-5","","","",,,,,,,
"3900",":Noun","","写真プリント","","2.4324792105735752E-5","2.6725050036010053E-5","6.0517839673343324E-5","8.560192389801203E-5","","","",,,,,,,
"3901",":Noun","","武蔵野美術大学 美術館・図書館","","2.3684665997690074E-5","2.6021759245588736E-5","5.892526494509745E-5","8.33492416901696E-5","","","",,,,,,,
"3902",":Noun","","フォト","","2.1764287673553043E-5","2.3911886874324788E-5","5.4147540760359826E-5","7.659119506664235E-5","","","",,,,,,,
"3903",":Noun","","電子出版・教育 コラボレーション デザイン 大日本印刷株式会社","","2.1124161565507365E-5","2.3208596083903468E-5","5.2554966032113954E-5","7.433851285879995E-5","","","",,,,,,,
"3904",":Noun","","開催","","2.1468536255165877E-4","4.968863035715686E-4","3.486924777577911E-4","1.8908195822201743E-4","","","",,,,,,,
"3905",":Noun","","イメージング","","1.8563657133324655E-5","2.03954329222182E-5","4.618466711913043E-5","6.532778402743024E-5","","","",,,,,,,
"3906",":Noun","","展示作品","","1.6643278809187617E-5","1.8285560550954245E-5","4.1406942934392815E-5","5.856973740390298E-5","","","",,,,,,,
"3907",":Noun","","表現工房","","3.336892151581667E-5","3.929086615016105E-5","6.485162859438052E-5","9.000174409410879E-5","","","",,,,,,,
"3908",":Noun","","プリント","","1.3442648268959233E-5","1.4769106598847662E-5","3.3444069293163425E-5","4.730632636469085E-5","","","",,,,,,,
"3909",":Noun","","ネガ原板","","1.2802522160913556E-5","1.4065815808426342E-5","3.185149456491755E-5","4.505364415684844E-5","","","",,,,,,,
"3910",":Noun","","撮影","","1.513031183270629E-5","1.6355292759161892E-5","3.365815786784631E-5","4.5936348710438524E-5","","","",,,,,,,
"3911",":Noun","","連動 イベント 製品","","1.0882143836776521E-5","1.1955943437162394E-5","2.7073770380179913E-5","3.8295597533321175E-5","","","",,,,,,,
"3912",":Noun","","展示","","3.868092955060949E-5","4.248282802782543E-5","5.9874230190048856E-5","8.404260172151294E-5","","","",,,,,,,
"3913",":Noun","","銀塩プリント","","9.601891620685167E-6","1.0549361856319758E-5","2.388862092368816E-5","3.3790233117636326E-5","","","",,,,,,,
"3914",":Noun","","一部","","6.235055112067137E-5","1.3622607151685042E-4","9.4725217670657E-5","6.46519125635198E-5","","","",,,,,,,
"3915",":Noun","","写真","","5.679976494170649E-5","5.465357068462837E-5","1.7197732962014164E-4","6.50800914777836E-5","","","",,,,,,,
"3916",":Noun","","オフセット印刷","","5.7611349724111E-6","6.329617113791855E-6","1.4333172554212892E-5","2.0274139870581804E-5","","","",,,,,,,
"3917",":Noun","","スライドショー プリント","","3.200630540228389E-6","3.5164539521065855E-6","7.962873641229387E-6","1.126341103921211E-5","","","",,,,,,,
"3918",":Noun","","プリプレス","","3.081751652150596E-6","3.456905560628298E-6","7.176109306847596E-6","1.0103775737358215E-5","","","",,,,,,,
"3919",":Noun","","画像処理","","6.401261080456777E-7","7.032907904213171E-7","1.5925747282458774E-6","2.2526822078424217E-6","","","",,,,,,,
"3920",":Noun","","道頓堀商店街","","9.4224364641534E-6","1.0647337463324274E-5","1.2263602332121545E-5","8.150904210624683E-6","","","",,,,,,,
"3921",":Noun","","プラごみ","","9.230141842435983E-6","1.0430044862031943E-5","1.2013324733506818E-5","7.984559226734382E-6","","","",,,,,,,
